Player	選手	Side	Team	Date	Game	Pitch	Pitches	Velocity	Location	ResultType	Result
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-09	72106	straight	5	148	3,2	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-10	72109	change-up	9	122	3,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-10	72109	change-up	5	119	1,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-10	72109	change-up	3	120	4,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-10	72109	straight	11	NA	2,3	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-14	72123	straight	5	141	5,5	walk	unintentional
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-14	72123	slider	5	131	4,4	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-14	72123	slider	6	131	3,4	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-14	72123	straight	3	154	1,2	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-16	72124	straight	5	NA	2,2	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-16	72124	straight	3	NA	4,2	hit	triple
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-16	72124	straight	1	NA	2,1	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-16	72124	slider	4	136	4,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-17	72127	slider	5	NA	4,4	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-17	72127	straight	2	NA	2,2	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-17	72127	straight	5	NA	4,3	hit	home-run
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-17	72127	straight	1	NA	2,2	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-18	72130	straight	5	NA	4,1	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-18	72130	slider	3	130	4,3	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-18	72130	cutter	4	146	2,3	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-18	72130	fork	2	127	4,5	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-18	72130	cutter	4	135	4,3	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-19	72133	cutter	3	135	3,4	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-19	72133	shoot	2	143	3,3	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-19	72133	straight	2	143	5,2	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-19	72133	nuckle-curve	1	125	4,3	hit	triple
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-20	72136	straight	4	145	2,2	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-20	72136	straight	2	145	4,3	hit	home-run
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-20	72136	straight	6	144	3,3	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-20	72136	straight	8	149	4,4	strikeout	called
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-21	72139	split-finger	4	135	1,5	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-21	72139	straight	3	145	2,4	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-21	72139	split-finger	3	134	4,4	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-21	72139	straight	5	153	5,3	hit-by-pitch	NA
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-21	72139	shoot	2	143	1,2	walk	unintentional
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-23	72144	cutter	5	134	4,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-23	72144	straight	7	145	2,2	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-23	72144	slider	7	127	5,4	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-23	72144	slider	2	134	4,2	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-24	72147	slider	4	135	4,3	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-24	72147	slider	1	134	3,2	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-24	72147	straight	8	152	4,4	walk	unintentional
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-24	72147	two-seam	6	144	4,3	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-25	72150	straight	1	153	1,2	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-25	72150	cutter	4	146	2,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-25	72150	fork	4	131	2,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-25	72150	cutter	1	130	3,3	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-25	72150	cutter	4	130	2,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-26	72152	straight	5	146	4,2	strikeout	called
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-26	72152	straight	5	143	4,5	walk	unintentional
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-26	72152	cutter	6	138	2,2	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-26	72152	cutter	2	130	4,2	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-28	72158	change-up	6	130	3,4	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-28	72158	cutter	2	136	3,3	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-28	72158	change-up	2	126	4,3	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-28	72158	cutter	6	133	4,4	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-30	72162	cutter	6	143	3,3	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-30	72162	change-up	4	130	4,4	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-30	72162	straight	4	149	5,2	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-30	72162	straight	6	156	1,3	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-27	72155	nuckle-curve	4	120	4,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-27	72155	slider	4	126	3,3	out	fly-ball-line-drive
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-27	72155	nuckle-curve	5	120	3,3	hit	double
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-27	72155	straight	4	147	5,3	walk	unintentional
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-31	72165	nuckle-curve	1	112	2,4	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-31	72165	change-up	7	131	4,5	walk	unintentional
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-31	72165	straight	6	159	3,2	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-31	72165	straight	2	144	4,3	hit	double
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-11	72112	cutter	4	135	4,5	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-11	72112	straight	2	140	4,4	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-11	72112	straight	2	139	5,4	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2022-08-11	72112	straight	5	149	4,3	strikeout	called
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-01	72167	curve	2	111	3,4	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-01	72167	two-seam	2	139	4,4	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-01	72167	cutter	3	NA	1,2	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-01	72167	straight	7	NA	3,4	hit	triple
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-02	72169	fork	6	136	3,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-02	72169	straight	4	147	2,1	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-02	72169	fork	5	135	4,3	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-02	72169	straight	3	148	1,2	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-02	72169	fork	5	137	2,4	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-09	75691	straight	2	144	2,3	hit	double
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-09	75691	straight	5	147	4,4	walk	unintentional
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-09	75691	straight	1	148	4,2	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-09	75691	straight	6	147	2,2	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-03	72172	two-seam	3	140	2,3	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-03	72172	straight	3	141	2,3	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-03	72172	straight	1	144	2,4	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-04	72175	straight	2	147	2,3	out	fly-ball-line-drive
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-04	72175	straight	4	149	2,2	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-04	72175	fork	2	133	4,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-04	72175	straight	4	154	3,4	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-06	72179	straight	1	130	1,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-06	72179	straight	3	130	3,4	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-06	72179	straight	1	132	4,4	hit	triple
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-06	72179	NA	0	NA	NA	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-06	72179	shoot	1	136	2,3	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-06	72179	slider	3	136	5,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-07	72182	fork	6	131	4,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-07	72182	straight	5	144	4,1	walk	unintentional
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-07	72182	straight	5	142	4,1	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-07	72182	straight	5	146	2,2	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-10	72189	slider	6	130	5,5	walk	unintentional
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-10	72189	straight	1	141	3,4	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-10	72189	straight	4	151	2,1	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-10	72189	fork	3	132	2,2	strikeout	called
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-11	72191	straight	1	148	2,2	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-11	72191	slider	1	137	3,4	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-11	72191	fork	7	140	2,2	hit	double
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-13	72195	straight	5	143	2,4	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-13	72195	straight	1	139	2,2	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-13	72195	straight	2	NA	1,2	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-13	72195	straight	6	151	3,3	hit	double
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-17	72198	fork	3	135	3,4	hit	home-run
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-17	72198	fork	7	137	3,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-17	72198	slider	5	133	4,5	walk	unintentional
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-17	72198	fork	5	143	3,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-12	75653	straight	5	141	3,4	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-12	75653	change-up	5	130	4,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-12	75653	cutter	5	136	2,3	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-12	75653	straight	6	149	2,3	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-14	75654	cutter	4	138	2,1	walk	unintentional
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-14	75654	change-up	3	NA	5,4	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-14	75654	cutter	3	141	3,3	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-14	75654	fork	4	141	3,4	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-18	72202	fork	6	131	4,4	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-18	72202	fork	4	129	3,3	hit	double
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-18	72202	change-up	3	115	5,3	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2022-09-18	72202	straight	1	152	3,4	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2022-03-27	71734	fork	5	133	4,3	hit	double
Sato, Teruaki	佐藤 輝明	left	HAN	2022-03-27	71734	straight	5	143	2,2	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-03-27	71734	fork	6	135	5,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2022-03-27	71734	straight	2	144	2,2	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2022-03-29	71737	change-up	6	131	2,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2022-03-29	71737	straight	3	NA	1,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-03-29	71737	slider	4	124	3,4	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2022-03-29	71737	straight	2	133	2,4	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-03-29	71737	fork	6	138	3,5	walk	unintentional
Sato, Teruaki	佐藤 輝明	left	HAN	2022-03-30	71740	two-seam	2	140	3,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-03-30	71740	two-seam	2	141	3,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-03-30	71740	cutter	2	134	4,3	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2022-03-30	71740	straight	1	146	3,4	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2022-03-31	71743	straight	4	143	2,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-03-31	71743	shoot	2	143	2,3	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2022-03-31	71743	straight	2	143	2,3	hit	double
Sato, Teruaki	佐藤 輝明	left	HAN	2022-03-31	71743	change-up	4	127	2,5	walk	unintentional
Sato, Teruaki	佐藤 輝明	left	HAN	2022-03-25	71728	fork	1	136	3,4	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2022-03-25	71728	fork	7	135	4,3	hit	double
Sato, Teruaki	佐藤 輝明	left	HAN	2022-03-25	71728	shoot	3	146	4,3	hit	double
Sato, Teruaki	佐藤 輝明	left	HAN	2022-03-25	71728	shoot	2	143	4,3	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2022-03-25	71728	cutter	3	142	2,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-03-26	71731	straight	4	150	2,2	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2022-03-26	71731	straight	1	151	2,3	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2022-03-26	71731	straight	2	143	2,1	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2022-03-26	71731	slider	2	137	4,2	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-03-31	62708	slider	4	140	4,4	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-03-31	62708	slider	8	140	3,4	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-03-31	62708	curve	6	119	4,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-03-31	62708	cutter	2	140	2,4	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-03-30	62705	curve	6	NA	2,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-03-30	62705	straight	4	152	3,2	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-03-30	62705	slider	4	130	4,2	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2021-03-30	62705	fork	5	139	5,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-03-28	62701	straight	3	145	3,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-03-28	62701	slider	5	127	2,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-03-28	62701	shoot	4	146	3,1	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-03-28	62701	fork	4	130	4,2	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-03-26	62695	straight	6	143	4,4	sacrifice	sacrifice-fly
Sato, Teruaki	佐藤 輝明	left	HAN	2021-03-26	62695	cutter	1	141	2,3	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-03-26	62695	straight	3	149	4,2	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-03-26	62695	two-seam	3	127	3,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-03-27	62698	slider	2	126	3,4	hit	home-run
Sato, Teruaki	佐藤 輝明	left	HAN	2021-03-27	62698	slider	7	131	4,5	walk	unintentional
Sato, Teruaki	佐藤 輝明	left	HAN	2021-03-27	62698	straight	5	144	3,3	strikeout	called
Sato, Teruaki	佐藤 輝明	left	HAN	2021-03-27	62698	cutter	7	131	4,3	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2021-03-27	62698	fork	5	139	4,5	strikeout	called
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-22	62762	slider	7	126	3,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-22	62762	straight	1	145	4,3	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-22	62762	slider	7	125	5,5	walk	unintentional
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-22	62762	shoot	2	147	2,2	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-15	62746	straight	2	140	2,2	hit	double
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-15	62746	straight	3	NA	2,3	hit	home-run
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-15	62746	straight	3	159	4,2	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-15	62746	straight	4	146	2,1	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-23	62767	slider	5	NA	4,3	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-23	62767	slider	6	129	3,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-23	62767	fork	5	134	5,2	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-23	62767	slider	5	126	3,4	hit	double
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-30	62785	two-seam	2	129	4,4	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-30	62785	straight	2	142	4,3	hit	double
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-30	62785	two-seam	5	128	5,4	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-30	62785	straight	5	NA	1,2	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-24	62770	straight	4	146	1,3	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-24	62770	slider	5	127	3,3	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-24	62770	cutter	6	135	2,3	strikeout	called
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-24	62770	fork	4	130	3,3	hit	double
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-24	62770	slider	4	131	5,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-25	62773	curve	5	112	3,2	hit	home-run
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-25	62773	straight	5	149	2,1	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-25	62773	straight	1	154	3,4	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-25	62773	two-seam	5	143	5,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-20	62756	straight	7	NA	4,2	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-20	62756	straight	6	NA	1,5	walk	unintentional
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-20	62756	slider	4	119	5,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-20	62756	straight	3	148	1,2	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-20	62756	curve	4	119	5,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-01	62711	straight	4	136	2,3	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-01	62711	cutter	1	128	2,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-01	62711	change-up	4	128	3,3	hit	home-run
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-01	62711	fork	3	134	1,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-02	62714	two-seam	4	144	4,4	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-02	62714	slider	2	128	2,5	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-02	62714	two-seam	6	151	4,2	strikeout	swinging
